year,month,legacy,region,contract,contract_name,consolidated_contact,consolidated_contract_name,state,provider_group_type,provider_group,provider_engage_level,provider_meetings,measure,goal,four_star_thresh,provider_group_goal,members,den_ytd,num_ytd,den_rolling,num_rolling,den_proj,num_proj,num_proj_0,num_proj_1_19,num_proj_20_39,num_proj_40_59,num_proj_60_79,num_proj_80_99,num_proj_100,ninety_ds_opp,gap_opp,med_sync_opp,chronic_non_adh_opp,live_calls,ivr_calls
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 1,LOW,0,Diabetes,0.82,0.76,0.81,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,2,2,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 1,LOW,0,Diabetes,0.82,0.76,0.81,30419,40,38,40,36.34,40,36.34,2,0,0,3,1,0,34,19,12,13,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,99,84,99,81.38,99,81.38,15,0,1,2,3,0,78,46,28,25,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,113,92,113,91.34,113,91.34,15,3,2,2,6,0,85,48,26,24,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,RI,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0.3,2,0.3,0,2,0,0,0,0,0,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 1,LOW,0,Diabetes,0.82,0.76,0.81,30419,120,97,120,94.38,120,94.38,20,3,0,6,0,0,91,43,29,23,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,392,338,392,331.3,392,331.3,48,2,8,5,10,0,319,93,77,37,4,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,399,345,399,340.77,399,340.77,49,0,6,4,9,1,330,99,90,34,5,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 1,LOW,0,Diabetes,0.82,0.76,0.81,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,0,2,0,2,0,2,0,0,0,0,0,0,2,2,2,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 1,LOW,0,Diabetes,0.82,0.76,0.81,30419,40,35,40,35,40,35,5,0,0,0,0,0,35,19,12,13,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,100,80,100,80,100,80,20,0,0,0,0,0,80,46,27,25,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,113,92,113,93,113,93,20,0,0,0,0,0,93,48,26,24,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 1,LOW,0,Diabetes,0.82,0.76,0.81,30419,123,97,123,97,123,97,26,0,0,0,0,0,97,43,29,23,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,395,333,395,332.23,395,332.23,62,0,1,0,0,0,332,95,76,37,4,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SD,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,403,346,403,345.02,403,345.02,57,1,0,0,0,0,345,99,91,34,5,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 1,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 1,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 2,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,4,4,4,2.52,4,2.52,0,0,0,0,4,0,0,4,4,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 2,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,3.6,4,3.6,0,0,0,0,0,4,0,4,4,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 2,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 2,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 2,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 2,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 3,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,0,2,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 3,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,5,5,5,5,5,5,0,0,0,0,0,0,5,0,2,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 3,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,0.89,1,0.89,0,0,0,0,0,1,0,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 3,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 3,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,0,2,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 3,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,5,5,5,5,5,5,0,0,0,0,0,0,5,0,2,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 3,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 3,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 3,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 3,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 3,HIGH,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 3,HIGH,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,4,4,4,3.11,4,3.11,0,0,0,0,2,1,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,3,3,3,2.24,3,2.24,0,0,0,0,2,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,Diabetes,0.82,0.76,0.81,30419,254,212,254,209.2,254,209.2,30,4,6,4,7,29,174,93,34,51,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,854,759,854,742.47,854,742.47,67,5,22,14,24,105,617,226,158,92,2,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,950,818,950,804.14,950,804.14,102,6,10,16,29,145,642,196,184,78,1,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WI,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,1.42,2,1.42,0,0,0,1,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,Diabetes,0.82,0.76,0.81,30419,254,213,254,208.74,254,208.74,41,0,0,7,2,0,204,93,34,51,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,856,748,856,746.48,856,746.48,93,2,7,8,19,2,725,227,158,94,2,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,962,826,962,815.76,962,815.76,125,3,4,18,19,2,791,199,184,82,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 4,LOW,0,Diabetes,0.82,0.76,0.81,30419,2,0,2,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WI,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,Diabetes,0.82,0.76,0.81,30419,261,215,261,213.05,261,213.05,46,2,0,0,0,0,213,93,34,51,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,866,750,866,750,866,750,116,0,0,0,0,0,750,227,158,94,2,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,966,826,966,823.23,966,823.23,139,4,0,0,0,0,823,198,185,82,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WA,N/A,Provider Group 4,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,WI,N/A,Provider Group 4,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 5,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,2.8,4,2.8,0,0,0,0,4,0,0,4,4,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 5,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,3.12,4,3.12,0,0,0,0,4,0,0,4,4,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,MO,N/A,Provider Group 5,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 6,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,Diabetes,0.82,0.76,0.81,30419,387,322,387,313.4,387,313.4,56,3,6,5,11,51,255,162,72,86,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1322,1109,1322,1084.17,1322,1084.17,165,11,31,24,39,187,865,453,308,163,4,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1402,1170,1402,1133.54,1402,1133.54,188,12,24,27,68,201,882,446,344,156,6,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SC,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,1,1,0.73,1,0.73,0,0,0,0,1,0,0,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,1.8,2,1.8,0,0,0,0,0,2,0,2,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 6,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,Diabetes,0.82,0.76,0.81,30419,392,321,392,320.4,392,320.4,66,0,0,9,4,0,313,162,71,86,1,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1326,1091,1326,1089.82,1326,1089.82,206,1,28,10,16,1,1064,450,305,166,4,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1424,1167,1424,1149.17,1424,1149.17,234,7,24,20,26,2,1111,448,345,158,6,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,SC,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,11,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 6,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,Diabetes,0.82,0.76,0.81,30419,390,318,390,318,390,318,72,0,0,0,0,0,318,162,68,86,1,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1327,1090,1327,1092,1327,1092,235,0,0,0,0,0,1092,443,304,166,4,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,IA,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,1422,1142,1422,1144.26,1422,1144.26,277,0,1,0,0,0,1144,441,345,158,6,0,0
2015,12,N/A,NATIONAL,H1234,Health Plan 1,H1234,,TX,N/A,Provider Group 6,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AR,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AR,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,12,12,12,11.82,12,11.82,0,0,0,0,0,3,9,0,2,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,AZ,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,15,13,15,11.71,15,11.71,2,0,0,0,2,7,4,3,3,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CA,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CA,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,0,2,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,CO,N/A,Provider Group 7,LOW,0,High Cholesterol,0.8,0.75,0.78,30419,3,3,3,3,3,3,0,0,0,0,0,0,3,0,2,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,Diabetes,0.82,0.76,0.81,30419,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,10,N/A,NATIONAL,H1234,Health Plan 1,H1234,,FL,N/A,Provider Group 7,LOW,0,High Blood Pressure,0.83,0.79,0.83,30419,13,13,13,11.75,13,11.75,0,0,0,0,4,0,9,3,3,0,0,0,0
